feature,classification,rationale,pearson_abs,spearman_abs,permutation_importance,shap_importance,pearson_rank,spearman_rank,permutation_rank,shap_rank,cluster_rank,cooccurrence_rank,fold_stability_cv,fold_top20_count
MEASURE_ET_DC_RF_Max_S11_Mag_L2180,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.15123676378517176,0.17904367190477857,0.0,0.0,460.0,322.0,1210.0,1471.0,1367.0,1223.0,1.3129185858042354,0
MEASURE_ET_DC_RF_Max_S11_Ph_L1002,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.07355041875493254,0.09630641625557276,0.00038666687455102267,0.0006676666918468931,1063.0,874.0,406.0,523.0,777.0,886.0,0.8347073788040122,0
MEASURE_ET_DC_RF_Max_S11_Ph_L1018,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.09550234937232872,0.031078084703671623,0.004383723503964704,0.002445806674704757,836.0,1474.0,99.0,274.0,605.0,191.0,0.5236281125833314,0
MEASURE_ET_DC_RF_Max_S11_Ph_L2180,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.20605469732955967,0.18127312290551678,0.0035644818265170436,0.005545938113338493,262.0,318.0,122.0,122.0,504.0,133.0,0.8218453898523289,0
MEASURE_ET_DC_RF_Min_S21_Freq_L1002,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.18929255152267965,0.23577355492007387,0.000323635304096298,0.0017431600541061897,316.0,162.0,429.0,344.0,651.0,411.0,0.9111064684185134,0
MEASURE_ET_DC_RF_Min_S21_Freq_L1018,nonlinear_predictor,high SHAP/permutation importance despite weak linear/monotonic correlation -- signal is not capturable by Pearson/Spearman alone (e.g. process-window/threshold shape),0.19193470739206878,0.2506818973177535,0.009489932136476458,0.014406736434084471,305.0,138.0,48.0,44.0,444.0,1223.0,0.7269942473898331,1
MEASURE_ET_DC_RF_Min_S21_Freq_L2180,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.07075358961617885,0.08712904299735058,0.0,0.0,1099.0,949.0,1210.0,1471.0,1367.0,1223.0,0.9253539455068255,0
MEASURE_ET_DC_RF_Min_S21_Mag_L1002,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.11723722082362795,0.12289204163110218,-1.8501231332460066e-05,6.185540622137554e-05,659.0,640.0,1636.0,1185.0,1225.0,886.0,1.4507062734851568,0
MEASURE_ET_DC_RF_Min_S21_Mag_L1018,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.1596546317272352,0.12764273681080518,0.00011972232049037579,0.000493957574460948,419.0,599.0,578.0,575.0,818.0,609.0,1.5294633411984817,0
MEASURE_ET_DC_RF_Min_S21_Mag_L2180,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.05883794992847022,0.01859875939511368,5.155787549085966e-05,0.00023016419374245506,1215.0,1571.0,713.0,760.0,944.0,411.0,1.2995572034045162,0
MEASURE_ET_DC_RF_Min_S21_Ph_L1002,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.11665711324310198,0.19128476241740436,0.008734468315467755,0.012474978321711717,667.0,278.0,52.0,52.0,450.0,1223.0,0.9377934456085624,0
MEASURE_ET_DC_RF_Min_S21_Ph_L1018,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.10933706678216054,0.16438578717035973,4.365362840866305e-05,0.00015902779125927534,729.0,378.0,745.0,875.0,1020.0,296.0,0.9931677266596171,0
MEASURE_ET_DC_RF_Min_S21_Ph_L2180,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.07537362259161987,0.14709331894174715,3.177367151752375e-05,5.278761664113699e-05,1040.0,485.0,809.0,1222.0,1245.0,886.0,1.5253490549635111,0
MEASURE_ET_DC_RF_MSG_10GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.1387356139427696,0.11925140503878826,0.0,0.0,523.0,674.0,1210.0,1471.0,1367.0,1223.0,0.6512998879712811,0
MEASURE_ET_DC_RF_MSG_18GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.05463291338609771,0.03965653746279198,1.2756871329927534e-06,1.9988223623259662e-05,1264.0,1396.0,1179.0,1397.0,1333.0,886.0,1.6193031029702885,0
MEASURE_ET_DC_RF_n_gd,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.19101638693826303,0.1278967502172888,0.0001404956396974799,0.00021675031492482104,308.0,594.0,560.0,777.0,956.0,96.0,1.1621140737074096,0
MEASURE_ET_DC_RF_n_gs,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.12419577296481583,0.19171411841156566,-0.0002631664343327039,0.0003033672893722942,616.0,271.0,1710.0,694.0,896.0,133.0,1.0769349077009425,0
MEASURE_ET_DC_RF_S11ang_10GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.07291805177423115,0.025812473458507044,0.0008748781339974282,0.0012840313732327803,1069.0,1516.0,304.0,391.0,680.0,296.0,0.9310747270198895,0
MEASURE_ET_DC_RF_S11ang_26GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.08364409991181303,0.07931107482002112,0.001070549096533352,0.0030072789756425767,951.0,1037.0,267.0,230.0,571.0,96.0,0.37273593047284376,0
MEASURE_ET_DC_RF_S11ang_26GHz_W,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.014672978341959296,0.09858831446884829,0.00021670652681046455,0.0033787227288938734,1580.0,852.0,484.0,206.0,553.0,69.0,0.6295700146812029,0
MEASURE_ET_DC_RF_S11dB_10GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.04669156022286882,0.06047341392712099,0.0014898160047554843,0.003027348462287229,1332.0,1221.0,222.0,228.0,570.0,609.0,0.8106014401341894,0
MEASURE_ET_DC_RF_S11dB_26GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.09054478721292239,0.012355763231563276,0.006102463852019865,0.005069223270123615,891.0,1637.0,72.0,137.0,515.0,69.0,1.364700469874989,0
MEASURE_ET_DC_RF_S11dB_26GHz_W,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.07129299027689111,0.09052633341284948,0.0046691231659608725,0.0067656559226926235,1092.0,922.0,94.0,101.0,487.0,1223.0,0.4196338421148415,0
MEASURE_ET_DC_RF_S12ang_10GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.0019300630454015843,0.024774863139283884,0.0003755391958498472,0.0007164353068351651,1703.0,1525.0,409.0,514.0,768.0,886.0,1.2195283737168394,0
MEASURE_ET_DC_RF_S12ang_26GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.14630701464388057,0.06659618152294816,0.000994415709796101,0.0019910170123535018,487.0,1161.0,284.0,319.0,634.0,296.0,1.1690626282485324,0
MEASURE_ET_DC_RF_S12ang_26GHz_W,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.009865601350101338,0.020183731936707073,1.3184341336644479e-05,0.0011683853493848573,1625.0,1565.0,960.0,414.0,698.0,411.0,1.4363552003819324,0
MEASURE_ET_DC_RF_S12dB_10GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.10493865683859051,0.12499393034371999,0.00022291206976476352,0.0003967864873134145,762.0,625.0,481.0,626.0,856.0,886.0,0.5996152753454893,0
MEASURE_ET_DC_RF_S12dB_26GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.020841942657150503,0.013800283915853381,3.364090792635776e-05,0.00013839202377821297,1537.0,1617.0,800.0,908.0,1044.0,886.0,1.093901123252807,0
MEASURE_ET_DC_RF_S12dB_26GHz_W,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.03858613992280378,0.01426675297990337,0.0005313823768159032,0.0022478019440314288,1400.0,1611.0,361.0,292.0,616.0,191.0,0.8491043457530665,0
MEASURE_ET_DC_RF_S21ang_10GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.13553844993187347,0.12767762754117956,6.248810181466724e-06,7.494561415918916e-05,544.0,597.0,1060.0,1123.0,1184.0,886.0,1.3894858682998137,0
MEASURE_ET_DC_RF_S21ang_26GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.0579238227463464,0.01123303730894272,2.75461298164692e-05,7.406403727490965e-05,1227.0,1646.0,830.0,1133.0,1192.0,886.0,0.893117442822884,0
MEASURE_ET_DC_RF_S21ang_26GHz_W,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.13343860486254105,0.20169975655113603,1.7801633375516546e-05,4.557854204132227e-05,563.0,237.0,902.0,1255.0,1264.0,609.0,0.9430971936094423,0
MEASURE_ET_DC_RF_S21dB_10GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.025808375341125275,0.04656179080160155,8.357420916181024e-05,0.00039411409554418816,1498.0,1345.0,634.0,629.0,859.0,886.0,1.376269324470989,0
MEASURE_ET_DC_RF_S21dB_26GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.07272620925420893,0.11352021366537939,7.803375807168556e-05,0.000398730227759493,1071.0,719.0,646.0,623.0,853.0,609.0,1.1007453579359878,0
MEASURE_ET_DC_RF_S21dB_26GHz_W,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.0358516509280545,0.03693906070471515,8.547793266756032e-05,0.00027075118972501674,1421.0,1419.0,632.0,722.0,914.0,609.0,1.1044553662133318,0
MEASURE_ET_DC_RF_S22ang_10GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.05096977630063363,0.000519138510538721,2.703146331534123e-06,4.57569510484088e-05,1302.0,1709.0,1139.0,1253.0,1262.0,886.0,1.4522838033620429,0
MEASURE_ET_DC_RF_S22ang_26GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.08525704263216043,0.07201757876806464,0.00046829807101697596,0.0011408213263766715,936.0,1098.0,376.0,417.0,700.0,411.0,0.970885121101567,0
MEASURE_ET_DC_RF_S22ang_26GHz_W,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.05626025157485861,0.06275797894781364,0.00017647625612734753,0.00035700102189189636,1250.0,1200.0,520.0,647.0,871.0,191.0,2.013505251477212,0
MEASURE_ET_DC_RF_S22dB_10GHz,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.00949177703857651,0.0002693475491322474,0.0001670114069667633,0.0006529587808748797,1630.0,1711.0,531.0,526.0,779.0,133.0,0.6159986468890651,0
MEASURE_ET_DC_RF_S22dB_26GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.013506214103950061,0.013190473953131526,0.003247091427709475,0.0053852603493952066,1592.0,1621.0,132.0,130.0,509.0,35.0,0.5124326606102803,0
MEASURE_ET_DC_RF_S22dB_26GHz_W,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.15450867080449218,0.10787102662004792,0.0015132751569986807,0.0022785105961000886,442.0,760.0,216.0,287.0,613.0,191.0,0.727927160405626,0
MEASURE_ET_DC_RF_Vbgd_0p01,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.26268153269836186,0.22514832746829017,0.00042674696707880043,0.0010833105905559152,152.0,181.0,388.0,433.0,714.0,191.0,1.2762148944195197,0
MEASURE_ET_DC_RF_Vbgd_0p1,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.21582150520057827,0.17414274657390938,1.539504529693425e-06,9.203819630337427e-06,229.0,345.0,1170.0,1454.0,1360.0,1223.0,1.862516864868722,0
MEASURE_ET_DC_RF_Vbgd1,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.3267087238932456,0.2620731652001138,0.00038768521593770535,0.0005098522974298425,92.0,121.0,405.0,570.0,814.0,411.0,1.7218653232755217,0
MEASURE_ET_DC_RF_Vbgs_0p01,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.33013347271317256,0.33103747170949205,0.012286904533916057,0.012468934065391079,89.0,13.0,41.0,53.0,451.0,1223.0,0.22914041223555973,0
MEASURE_ET_DC_RF_Vbgs_0p1,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.32777145856041173,0.22835760796087992,4.678390770371244e-06,1.0388045192764591e-05,90.0,171.0,1085.0,1448.0,1358.0,1223.0,1.1097401533170796,0
MEASURE_ET_DC_RF_Vbgs1,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.2127889953895599,0.17835941356832793,0.0010811882545183615,0.002401621588227327,242.0,325.0,265.0,280.0,608.0,609.0,1.5624237893765751,0
MEASURE_ET_DC_RF_Vbin_gd,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.23484492182709055,0.17764826492375432,0.00027737121867786596,0.00102230085327535,196.0,329.0,449.0,441.0,721.0,191.0,0.8292357639685746,0
MEASURE_ET_DC_RF_Vbin_gs,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.29766703018257235,0.18734144318324378,0.0028025728969160333,0.0037856849604519286,114.0,296.0,149.0,185.0,543.0,191.0,0.8166079445518444,0
MEASURE_ET_DC_RF_Vboff,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.0010288662131491895,0.016210633353054997,0.0042507096212712255,0.0060766622819024944,1708.0,1596.0,100.0,113.0,498.0,1223.0,1.3000535472367338,0
MEASURE_ET_DC_RF_Vboff_ON,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.11720547371543055,0.02490531446877285,0.0001111755098174766,0.00022943951574918195,660.0,1523.0,592.0,761.0,945.0,609.0,0.7488917937728875,0
MEASURE_ET_DC_RF_Vbon_max,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.06843714945318152,0.06669285329181988,0.00013246392535269934,0.0003935916022275634,1125.0,1157.0,567.0,632.0,860.0,411.0,1.4426780248234579,0
MEASURE_ET_DC_RF_Vbon_min,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.06574832936672116,0.07675227310326475,0.0013567619547355941,0.003970647326091898,1158.0,1062.0,236.0,176.0,537.0,133.0,1.1841303847544382,0
MEASURE_ET_DC_RF_Vdg_max,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.2451835889968518,0.2401631199287044,1.4456182259811601e-05,0.0001964154456553674,175.0,157.0,947.0,807.0,974.0,96.0,0.843203795227955,0
MEASURE_ET_DC_RF_Vdg_max_0p1,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.059382004683898634,0.06754000911466818,6.19565551734369e-05,0.00016105580590383678,1204.0,1144.0,676.0,867.0,1014.0,1223.0,1.1028485780544393,0
MEASURE_ET_DC_RF_Vdg_max_0p1mA,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.03458468807008553,0.00480180898853174,0.003064304450794436,0.001981704923440748,1442.0,1676.0,145.0,320.0,635.0,411.0,0.7654306296255579,0
MEASURE_ET_DC_RF_Vds_max,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.17197994452832724,0.07835013521404105,0.0,0.0,374.0,1048.0,1210.0,1471.0,1367.0,1223.0,1.482247743403702,0
MEASURE_ET_DC_RF_Vds_max_0p1,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.13056346609420239,0.04691803182574263,5.5054163846759983e-05,0.00017757226963080483,575.0,1344.0,698.0,833.0,991.0,133.0,1.6244488918959592,0
MEASURE_ET_DC_RF_Vds_max_0p1mA,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.14930190747640587,0.07236493043414856,2.445381146843062e-05,7.822101691510678e-05,475.0,1094.0,847.0,1102.0,1169.0,886.0,1.0556464090082296,0
MEASURE_ET_DC_RF_Vg_gm_max,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.09560167036519392,0.09404585250163448,0.0,0.0,832.0,892.0,1210.0,1471.0,221.0,1223.0,1.284301889864141,0
MEASURE_ET_DC_RF_Vg_gm_max_W,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.11235314563933362,0.12274670062686743,2.3192467350835465e-05,4.603336585573684e-05,700.0,641.0,857.0,1251.0,221.0,411.0,2.23606797749979,0
MEASURE_ET_DC_RF_Vg_max_Vd,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.25111818095697075,0.2755054296924004,0.0017906246302127975,0.003729606852114653,168.0,105.0,197.0,189.0,545.0,35.0,0.8039315790351754,0
MEASURE_ET_DC_RF_Vg_max_Vd_0p1,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.35734617728778006,0.3104490517472323,0.0014089291408635157,0.0024381340581828143,78.0,38.0,231.0,275.0,606.0,19.0,0.6322391678375984,0
MEASURE_ET_DC_RF_Vg_max_Vd_0p1mA,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.21628305511004517,0.1608400444753061,4.016457251593275e-07,6.439325335178838e-05,225.0,395.0,1202.0,1175.0,1219.0,609.0,1.170412408775891,0
MEASURE_ET_DC_RF_Vg_optt,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.044786346010621626,0.027215214159928447,0.00012042076642730659,0.00012230268355039413,1342.0,1504.0,577.0,958.0,1077.0,411.0,0.675341113157826,0
MEASURE_ET_DC_RF_Vg_Vbon_max,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.10086875115634324,0.07585755921481062,0.00018886881339277574,0.001108290465440531,795.0,1067.0,511.0,425.0,706.0,96.0,1.0756599596172092,0
MEASURE_ET_DC_RF_Vg_Vbon_min,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.07627276116207019,0.11892538783204154,0.0015059642783027572,0.0032803868988232686,1026.0,679.0,218.0,209.0,556.0,35.0,0.6556603457764895,0
MEASURE_ET_DC_RF_Vp_01,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.049487810464416256,0.0578452752175187,0.0,0.0,1312.0,1241.0,1210.0,1471.0,221.0,1223.0,2.1106165026203816,0
MEASURE_ET_DC_RF_Vp_01_W,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.0755702343272322,0.056203188550408005,0.0015650789881482218,0.0019153452709728817,1036.0,1260.0,211.0,327.0,221.0,886.0,1.0603813391930392,0
MEASURE_ET_DC_RF_Vp_1,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.017222379645167995,0.026675407891906807,6.6167066910594045e-06,7.549055660857349e-05,1563.0,1513.0,1056.0,1117.0,221.0,886.0,0.8131210406182446,0
MEASURE_ET_DC_RF_Vp_1_W,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.05137090935134193,0.04978596096893706,0.0,0.0,1300.0,1311.0,1210.0,1471.0,221.0,1223.0,1.0196361245602492,0
MEASURE_ET_DC_RF_Vt_gd,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.006612514343738588,0.0675917896253512,0.0003078240595058623,0.0007863948028954193,1657.0,1143.0,437.0,501.0,760.0,609.0,0.7254865544181629,0
MEASURE_ET_DC_RF_Vt_gs,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.021493312383707486,0.031235648575234955,0.0008731064694728619,0.002635529909731122,1532.0,1473.0,305.0,259.0,594.0,411.0,1.5389412251449908,0
MEASURE_ET_DC_RF2_Ft,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.09980418264788733,0.08026468070560401,0.0004779479543244036,0.002933665137781061,804.0,1028.0,373.0,237.0,574.0,27.0,0.8112952028540961,0
MEASURE_ET_DC_RF2_K,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.11789823450952597,0.08942871992674044,1.0815860346419236e-05,5.327079783401718e-05,651.0,933.0,982.0,1218.0,1242.0,886.0,1.3787104821623188,0
MEASURE_ET_DC_RF2_MAG_26GHz,nonlinear_predictor,high SHAP/permutation importance despite weak linear/monotonic correlation -- signal is not capturable by Pearson/Spearman alone (e.g. process-window/threshold shape),0.1484879759792381,0.1994631940639521,0.04366330921624524,0.04766691946238565,479.0,243.0,16.0,11.0,421.0,1223.0,0.4550588249919571,3
MEASURE_ET_DC_RF2_MAG_35GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.038103098838940315,0.13322814271207645,5.4685533720991165e-05,0.0002341744544236019,1402.0,569.0,701.0,757.0,941.0,886.0,1.7338600620272495,0
MEASURE_ET_DC_RF2_S11ang_26GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.06922418653255122,0.025123325975124945,0.003863355433542068,0.005510257123889671,1116.0,1522.0,110.0,125.0,506.0,6.0,0.39484051537647097,0
MEASURE_ET_DC_RF2_S11dB_26GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.12450575058066177,0.0806955923374253,0.0070157587819120295,0.008229616706593773,612.0,1021.0,62.0,81.0,471.0,1223.0,1.5357458919164297,0
MEASURE_ET_DC_RF2_S12ang_26GHz,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.09484356645609364,0.07611357272685709,0.00017429094910502985,0.00035525643843933353,845.0,1066.0,525.0,649.0,872.0,191.0,1.2291160947728352,0
MEASURE_ET_DC_RF2_S12dB_26GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.13427413855740303,0.09605840316577774,0.0030960153167032185,0.002616761629093593,553.0,876.0,140.0,261.0,596.0,296.0,0.3745314817547255,0
MEASURE_ET_DC_RF2_S21ang_26GHz,nonlinear_predictor,high SHAP/permutation importance despite weak linear/monotonic correlation -- signal is not capturable by Pearson/Spearman alone (e.g. process-window/threshold shape),0.20034753384519075,0.20609421070669795,0.01907853989568875,0.02599401541738637,285.0,224.0,32.0,25.0,432.0,1223.0,0.41295292611167356,1
MEASURE_ET_DC_RF2_S21dB_26GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.06606646265221623,0.06510876968603221,-1.8851933261510024e-06,2.731033994834853e-05,1150.0,1178.0,1489.0,1344.0,1311.0,886.0,1.0631004321940183,0
MEASURE_ET_DC_RF2_S22ang_26GHz,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.1160651302398107,0.0840068782137211,0.0005088142652286215,0.0027257314341182287,672.0,984.0,368.0,252.0,587.0,886.0,1.1732507350595534,0
MEASURE_ET_DC_RF2_S22dB_26GHz,nonlinear_predictor,high SHAP/permutation importance despite weak linear/monotonic correlation -- signal is not capturable by Pearson/Spearman alone (e.g. process-window/threshold shape),0.0749561960405164,0.14047719197374706,0.024059094510571567,0.02440975460154235,1049.0,525.0,27.0,28.0,434.0,1223.0,0.4131907554609091,2
MEASURE_ET_DC_SEC_Gm_0,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.08225019496586894,0.08038113129615293,1.3596675446608807e-05,8.84806870926518e-05,966.0,1026.0,956.0,1068.0,221.0,886.0,1.9545526549205177,0
MEASURE_ET_DC_SEC_Gm_m0p2,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.07723843895887857,0.08848667020663185,0.0,0.0,1012.0,938.0,1210.0,1471.0,221.0,1223.0,1.580517227039484,0
MEASURE_ET_DC_SEC_Gm_max,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.07962181056184081,0.0714419928338629,0.0,0.0,985.0,1103.0,1210.0,1471.0,221.0,1223.0,inf,0
MEASURE_ET_DC_SEC_Id_gm_max,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.12268253002540984,0.12244846266404938,1.122488069829619e-06,4.984915881089722e-05,625.0,647.0,1183.0,1230.0,221.0,609.0,1.425593898891387,0
MEASURE_ET_DC_SEC_Ids_m0p2,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.22964287298972114,0.13977382151747347,-4.934038148157183e-05,0.00015580990631996116,200.0,529.0,1684.0,879.0,1024.0,191.0,1.2259211337971725,0
MEASURE_ET_DC_SEC_Ids_max_ON,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.0035144830371951464,0.03171478497451641,0.0034543899656614974,0.006324095944443132,1689.0,1466.0,127.0,106.0,492.0,1223.0,0.6461923694885584,0
MEASURE_ET_DC_SEC_Ids_min_ON,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.13307361713236154,0.22000738946987738,0.007069576236796532,0.0077514215140052495,564.0,190.0,61.0,88.0,477.0,1223.0,0.46571066804364225,0
